Co-op/Regular,Degree Career,Degree Convocation,Degree Level,Degree Type,Degree Year,Faculty Group,First/All majors,Program Grouping,Visa Status,Number of Degrees
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,MATH,Secondary majors,Actuarial Science,International,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,MATH,Secondary majors,Actuarial Science,Canadian,5
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,MATH,Secondary majors,Applied Mathematics,Canadian,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,MATH,Secondary majors,Combinatorics and Optimization,International,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,MATH,Secondary majors,Combinatorics and Optimization,Canadian Permanent Resident,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,MATH,Secondary majors,Combinatorics and Optimization,Canadian,3
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,MATH,Secondary majors,Computational Mathematics,International,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,MATH,Secondary majors,Computational Mathematics,Canadian,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,MATH,Secondary majors,Computer Science,International,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,MATH,Secondary majors,Computer Science,Canadian,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,MATH,Secondary majors,Financial Analysis and Risk Management,International,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,MATH,Secondary majors,Financial Analysis and Risk Management,Canadian,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,MATH,Secondary majors,Pure Mathematics,International,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,MATH,Secondary majors,Pure Mathematics,Canadian,3
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,MATH,Secondary majors,Statistics,International,27
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,MATH,Secondary majors,Statistics,Canadian Permanent Resident,4
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,MATH,Secondary majors,Statistics,Canadian,26
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,SCI,First majors,Biochemistry,International,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,SCI,First majors,Biochemistry,Canadian Permanent Resident,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,SCI,First majors,Biochemistry,Canadian,34
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,SCI,First majors,Biology,Canadian Permanent Resident,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,SCI,First majors,Biology,Canadian,41
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,SCI,First majors,Biotechnology/Chartered Professional Accountancy,Canadian,12
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,SCI,First majors,Biotechnology/Economics,International,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,SCI,First majors,Chemistry,Canadian,10
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,SCI,First majors,Earth Sciences,Canadian,5
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,SCI,First majors,Environmental Science,Canadian Permanent Resident,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,SCI,First majors,Environmental Science,Canadian,11
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,SCI,First majors,Life Physics,Canadian,5
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,SCI,First majors,Materials and Nanosciences,Canadian,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,SCI,First majors,Mathematical Physics,International,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,SCI,First majors,Mathematical Physics,Canadian,8
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,SCI,First majors,Medicinal Chemistry,Canadian,4
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,SCI,First majors,Pharmacy,Canadian Permanent Resident,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,SCI,First majors,Pharmacy,Canadian,48
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,SCI,First majors,Physics,Canadian,10
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,SCI,First majors,Physics and Astronomy,Canadian,4
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,SCI,First majors,Psychology,Canadian,4
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,SCI,First majors,Science and Business,Canadian Permanent Resident,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,SCI,First majors,Science and Business,Canadian,37
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,SE,First majors,Software Engineering,International,6
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,SE,First majors,Software Engineering,Canadian Permanent Resident,5
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2017,SE,First majors,Software Engineering,Canadian,93
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,AHS,First majors,Health Studies,Canadian Permanent Resident,4
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,AHS,First majors,Health Studies,Canadian,49
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,AHS,First majors,Kinesiology,International,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,AHS,First majors,Kinesiology,Canadian,66
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,AHS,First majors,Public Health,Canadian,12
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,AHS,First majors,Recreation and Leisure Studies,Canadian,3
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,AHS,First majors,Recreation and Sport Business,Canadian,9
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,AHS,First majors,Therapeutic Recreation,Canadian,14
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,AHS,Secondary majors,Therapeutic Recreation,Canadian,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,First majors,Accounting and Financial Management,International,11
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,First majors,Accounting and Financial Management,Canadian Permanent Resident,14
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,First majors,Accounting and Financial Management,Canadian,284
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,First majors,Economics,International,5
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,First majors,Economics,Canadian Permanent Resident,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,First majors,Economics,Canadian,10
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,First majors,English Language and Literature,Canadian,21
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,First majors,Fine Arts,Canadian Permanent Resident,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,First majors,Fine Arts,Canadian,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,First majors,French,Canadian,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,First majors,History,Canadian,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,First majors,Legal Studies,Canadian Permanent Resident,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,First majors,Legal Studies,Canadian,22
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,First majors,Mathematical Economics,International,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,First majors,Mathematical Economics,Canadian,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,First majors,Music,Canadian,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,First majors,Peace and Conflict Studies,Canadian,5
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,First majors,Philosophy,Canadian,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,First majors,Political Science,International,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,First majors,Political Science,Canadian,13
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,First majors,Psychology,Canadian,36
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,First majors,"Sexuality, Marriage and Family",Canadian,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,First majors,Social Development Studies,Canadian,3
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,First majors,Sociology,Canadian,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,First majors,Speech Communication,Canadian,8
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,Secondary majors,Applied Studies,Canadian,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,Secondary majors,Arts and Business,International,3
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,Secondary majors,Arts and Business,Canadian Permanent Resident,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,Secondary majors,Arts and Business,Canadian,89
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,Secondary majors,English Language and Literature,Canadian,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,Secondary majors,Fine Arts,International,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,Secondary majors,History,Canadian,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,Secondary majors,Peace and Conflict Studies,Canadian,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,Secondary majors,"Sexuality, Marriage and Family",Canadian,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ARTS,Secondary majors,Speech Communication,Canadian,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,CFM,First majors,Computing and Financial Management,International,4
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,CFM,First majors,Computing and Financial Management,Canadian,8
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Chemical Engineering,International,23
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Chemical Engineering,Canadian Permanent Resident,8
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Chemical Engineering,Canadian,102
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Civil Engineering,International,18
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Civil Engineering,Canadian Permanent Resident,8
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Civil Engineering,Canadian,110
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Computer Engineering,International,23
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Computer Engineering,Canadian Permanent Resident,9
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Computer Engineering,Canadian,141
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Electrical Engineering,International,13
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Electrical Engineering,Canadian Permanent Resident,8
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Electrical Engineering,Canadian,85
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Environmental Engineering,Canadian,47
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Geological Engineering,International,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Geological Engineering,Canadian,23
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Management Engineering,International,7
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Management Engineering,Canadian Permanent Resident,3
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Management Engineering,Canadian,43
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Mechanical Engineering,International,25
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Mechanical Engineering,Canadian Permanent Resident,16
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Mechanical Engineering,Canadian,137
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Mechatronics Engineering,International,13
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Mechatronics Engineering,Canadian Permanent Resident,5
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Mechatronics Engineering,Canadian,97
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Nanotechnology Engineering,International,5
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Nanotechnology Engineering,Canadian Permanent Resident,5
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Nanotechnology Engineering,Canadian,71
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Systems Design Engineering,International,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Systems Design Engineering,Canadian Permanent Resident,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENG,First majors,Systems Design Engineering,Canadian,82
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENV,First majors,Environment and Business,International,10
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENV,First majors,Environment and Business,Canadian Permanent Resident,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENV,First majors,Environment and Business,Canadian,62
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENV,First majors,Environment and Resource Studies,Canadian,27
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENV,First majors,Geography and Environmental Management,International,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENV,First majors,Geography and Environmental Management,Canadian Permanent Resident,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENV,First majors,Geography and Environmental Management,Canadian,26
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENV,First majors,Geomatics,Canadian Permanent Resident,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENV,First majors,Geomatics,Canadian,15
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENV,First majors,Planning,International,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENV,First majors,Planning,Canadian Permanent Resident,3
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,ENV,First majors,Planning,Canadian,91
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Actuarial Science,International,40
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Actuarial Science,Canadian Permanent Resident,7
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Actuarial Science,Canadian,28
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Applied Mathematics,Canadian,7
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Business Administration and Computer Science,International,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Business Administration and Computer Science,Canadian,10
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Business Administration and Mathematics,International,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Business Administration and Mathematics,Canadian Permanent Resident,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Business Administration and Mathematics,Canadian,14
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Chartered Professional Accountancy,Canadian Permanent Resident,6
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Chartered Professional Accountancy,Canadian,30
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Combinatorics and Optimization,International,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Combinatorics and Optimization,Canadian,7
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Computational Mathematics,Canadian Permanent Resident,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Computational Mathematics,Canadian,4
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Computer Science,International,27
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Computer Science,Canadian Permanent Resident,9
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Computer Science,Canadian,131
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Financial Analysis and Risk Management,International,33
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Financial Analysis and Risk Management,Canadian Permanent Resident,12
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Financial Analysis and Risk Management,Canadian,20
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Information Technology Management,Canadian Permanent Resident,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Information Technology Management,Canadian,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Mathematical Finance,International,3
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Mathematical Finance,Canadian,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Mathematical Studies,International,3
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Mathematical Studies,Canadian Permanent Resident,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Mathematical Studies,Canadian,8
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Mathematics/Business Administration,International,5
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Mathematics/Business Administration,Canadian Permanent Resident,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Mathematics/Business Administration,Canadian,15
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Mathematics/Teaching,Canadian,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Pure Mathematics,Canadian,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Statistics,International,4
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Statistics,Canadian Permanent Resident,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,First majors,Statistics,Canadian,21
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,Secondary majors,Actuarial Science,Canadian,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,Secondary majors,Applied Mathematics,Canadian,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,Secondary majors,Combinatorics and Optimization,Canadian,3
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,Secondary majors,Computational Mathematics,International,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,Secondary majors,Computational Mathematics,Canadian,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,Secondary majors,Computer Science,Canadian,3
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,Secondary majors,Mathematical Finance,Canadian,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,Secondary majors,Pure Mathematics,International,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,Secondary majors,Statistics,International,43
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,Secondary majors,Statistics,Canadian Permanent Resident,9
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,MATH,Secondary majors,Statistics,Canadian,30
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,SCI,First majors,Biochemistry,International,4
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,SCI,First majors,Biochemistry,Canadian Permanent Resident,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,SCI,First majors,Biochemistry,Canadian,34
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,SCI,First majors,Biology,International,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,SCI,First majors,Biology,Canadian Permanent Resident,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,SCI,First majors,Biology,Canadian,50
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,SCI,First majors,Biotechnology/Chartered Professional Accountancy,Canadian,10
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,SCI,First majors,Biotechnology/Economics,International,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,SCI,First majors,Chemistry,Canadian Permanent Resident,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,SCI,First majors,Chemistry,Canadian,13
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,SCI,First majors,Earth Sciences,International,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,SCI,First majors,Earth Sciences,Canadian,4
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,SCI,First majors,Environmental Science,Canadian,14
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,SCI,First majors,Life Physics,Canadian,3
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,SCI,First majors,Materials and Nanosciences,Canadian,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,SCI,First majors,Mathematical Physics,Canadian,8
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,SCI,First majors,Medicinal Chemistry,Canadian,4
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,SCI,First majors,Pharmacy,Canadian,28
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,SCI,First majors,Physics,Canadian,9
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,SCI,First majors,Physics and Astronomy,Canadian,8
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,SCI,First majors,Psychology,Canadian,8
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,SCI,First majors,Science and Business,Canadian,42
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,SE,First majors,Software Engineering,International,23
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,SE,First majors,Software Engineering,Canadian Permanent Resident,9
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2018,SE,First majors,Software Engineering,Canadian,111
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,AHS,First majors,Health Studies,Canadian Permanent Resident,4
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,AHS,First majors,Health Studies,Canadian,53
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,AHS,First majors,Kinesiology,International,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,AHS,First majors,Kinesiology,Canadian,70
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,AHS,First majors,Public Health,International,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,AHS,First majors,Public Health,Canadian,9
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,AHS,First majors,Recreation and Business,Canadian,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,AHS,First majors,Recreation and Leisure Studies,Canadian,5
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,AHS,First majors,Recreation and Sport Business,Canadian Permanent Resident,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,AHS,First majors,Recreation and Sport Business,Canadian,18
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,AHS,First majors,Therapeutic Recreation,Canadian,6
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,AHS,Secondary majors,Recreation and Sport Business,Canadian,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,First majors,Accounting and Financial Management,International,12
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,First majors,Accounting and Financial Management,Canadian Permanent Resident,14
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,First majors,Accounting and Financial Management,Canadian,225
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,First majors,Economics,International,9
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,First majors,Economics,Canadian Permanent Resident,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,First majors,Economics,Canadian,22
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,First majors,English Language and Literature,Canadian,19
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,First majors,Fine Arts,Canadian Permanent Resident,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,First majors,Fine Arts,Canadian,5
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,First majors,French,Canadian,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,First majors,Legal Studies,Canadian,14
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,First majors,Music,Canadian,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,First majors,Political Science,Canadian,13
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,First majors,Psychology,International,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,First majors,Psychology,Canadian,34
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,First majors,Social Development Studies,Canadian,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,First majors,Sociology,Canadian,10
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,First majors,Speech Communication,International,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,First majors,Speech Communication,Canadian,10
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,Secondary majors,Arts and Business,International,5
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,Secondary majors,Arts and Business,Canadian Permanent Resident,3
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,Secondary majors,Arts and Business,Canadian,84
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,Secondary majors,English Language and Literature,Canadian,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,Secondary majors,Fine Arts,International,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,Secondary majors,French,Canadian,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,Secondary majors,Legal Studies,International,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,Secondary majors,Legal Studies,Canadian,5
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,Secondary majors,Peace and Conflict Studies,Canadian,2
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,Secondary majors,Psychology,International,1
Coop,Undergraduate,Spring,Honours Undergraduate,Degree,2019,ARTS,Secondary majors,Social Development Studies,Canadian,1
